id,logFC,AveExpr,t,P.Value,adj.P.Val,B,TargetFullName,Target,EntrezGeneSymbol,Type
VTA1.4209.60.2,0.0879586176277439,10.311270946529582,0.3953816766041735,0.0296822792514021,0.9284986288226584,-6.317128172153834,Vacuolar protein sorting-associated protein VTA1 homolog,DRG-1,VTA1,Protein
CCL15.3509.1.1,0.0067354114121335,9.386343335319106,-0.3952718295867066,0.0559219448100936,0.5300760428697616,-6.317171280101653,C-C motif chemokine 15,MIP-5,CCL15,Protein
CDH1.2501.51.3,-0.0120503802176461,13.630560137851989,0.3950115519239424,0.6493891296751133,0.8021230062780638,-6.317273375043573,Cadherin-1,Cadherin E,CDH1,Protein
PRSS2.5034.79.1,-0.0434306307970024,8.056689837687614,0.3948056372116204,0.7785870797265938,0.427836828845932,-6.317354098630828,Trypsin-2,Trypsin 2,PRSS2,Protein
BTK.3416.2.2,-0.0469297777390752,6.429039398991791,-0.3942382766083431,0.566056491950945,0.5443090997661443,-6.317576301767094,Tyrosine-protein kinase BTK,BTK,BTK,Protein
APOD.4712.28.2,-0.2202332574857588,9.908456679883958,-0.3941107604560975,0.924178217364984,0.9147320325119044,-6.3176261990130405,Apolipoprotein D,Apo D,APOD,Protein
BPI.4126.22.1,0.1452824879573823,7.131954416253889,-0.3937263180827551,0.2283338679802143,0.8940331766304698,-6.317776534915319,Bactericidal permeability-increasing protein,BPI,BPI,Protein
LDLR.13129.40.3,-0.059452648764364,5.021138546083851,0.3927029396548397,0.0038399546551355,0.2313239199096991,-6.318176016739968,Low-density lipoprotein receptor,LDLR,LDLR,Protein
HTRA2.3317.33.1,0.0936765331103979,10.123043668654194,0.3923095638319711,0.334931671687344,0.3899094611469331,-6.318329298838526,"Serine protease HTRA2, mitochondrial",HTRA2,HTRA2,Protein
CSH1.CSH2.13103.125.3,-0.1212560501155034,9.477058877078813,0.3909478507841515,0.700816786278504,0.9748240697645202,-6.318858724319791,Chorionic somatomammotropin hormone,CSH,CSH1 CSH2,Protein
APP.3171.57.2,0.0263207326370083,11.078261240300998,0.390662604925739,0.8815863621998545,0.9975038091404568,-6.318969394722899,Amyloid beta A4 protein,amyloid precursor protein,APP,Protein
IGHG1.IGHG2.IGHG3.IGHG4.IGK.IGL.2744.57.2,-0.0657236692402301,16.659894774363202,0.3893073566319059,0.8942861489839495,0.7340826504222945,-6.319494112207701,Immunoglobulin G,IgG,IGHG1 IGHG2 IGHG3 IGHG4 IGK@ IGL@,Protein
KLK5.3201.49.2,0.5202607463601875,5.522248184467349,-0.3885131326983983,0.000632796518782775,0.9147320325119044,-6.319800774448996,Kallikrein-5,kallikrein 5,KLK5,Protein
HHLA2.14132.21.3,-0.053544127138632,8.737436134409316,-0.3878240590717036,0.1950927337652996,0.9500653706960728,-6.320066332997271,HERV-H LTR-associating protein 2,HHLA2,HHLA2,Protein
ADSL.5023.23.1,-0.0443804866071022,9.5500423526806,-0.3869455777788593,0.0890390869753709,0.3412152951317733,-6.320404207973927,Adenylosuccinate lyase,PUR8,ADSL,Protein
PRLR.5114.65.3,0.0059184539656237,8.552427771880692,0.3858643340447023,0.9384761720828908,0.7574749876752515,-6.320819023979163,Prolactin receptor,Prolactin Receptor,PRLR,Protein
BST1.4535.50.2,0.4675825746608387,10.95247041135542,-0.3844330114611515,0.5233826232754086,0.4721625075582127,-6.321366374771377,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,BST1,BST1,Protein
LCMT1.4237.70.3,0.2532830156028525,9.358729958473385,0.3843557489156425,0.6607082813071883,0.2800478927553169,-6.321395863240291,Leucine carboxyl methyltransferase 1,LCMT1,LCMT1,Protein
TNFRSF6B.5070.76.3,0.2306392064694085,6.798084554701309,-0.3779120769662266,0.212574639847888,0.7265139399858712,-6.323834484804086,Tumor necrosis factor receptor superfamily member 6B,DcR3,TNFRSF6B,Protein
SIGLEC9.3007.7.2,-0.1837889638503047,9.8406856069905,-0.3716188102773187,0.8114989505348018,0.9500653706960728,-6.326176672957997,Sialic acid-binding Ig-like lectin 9,Siglec-9,SIGLEC9,Protein
KPNA2.2860.19.2,-0.144139022634681,6.460248473623416,-0.3688215983198066,0.8545269734962726,0.6140554328972296,-6.327205183533255,Importin subunit alpha-1,Karyopherin-a2,KPNA2,Protein
CSK.3363.31.4,0.1243732657195746,6.497405974864856,-0.3683244000710551,0.2493371465520877,0.9516344144715791,-6.32738719121701,Tyrosine-protein kinase CSK,CSK,CSK,Protein
BMPER.3654.27.5,-0.2356514004834723,6.63609780051055,0.3678370519181478,0.0648188150616787,0.8265656101215402,-6.327565356461538,BMP-binding endothelial regulator protein,BMPER,BMPER,Protein
PYY.3727.35.1,-0.1228423671540008,6.934152909518338,0.3669006135853639,0.7286646659940198,0.8679137253428331,-6.32790704295356,Peptide YY,PYY,PYY,Protein
SPARC.3043.49.2,-0.0319063639413276,11.961479063315569,-0.3668375528456256,0.47298715538758,0.0795682702804706,-6.327930021392157,SPARC,ON,SPARC,Protein
DYNLRB1.3845.51.2,0.3118564148855364,7.305590002907603,-0.3663595518548175,0.6308751283265077,0.939766979157348,-6.328104070601206,Dynein light chain roadblock-type 1,DLRB1,DYNLRB1,Protein
CNTN2.3296.92.2,-0.0838594939369935,7.963711658675272,0.3662288729941726,0.0132853133886618,0.6765521321897491,-6.328151614013719,Contactin-2,CNTN2,CNTN2,Protein
SBDS.3866.7.2,-0.3285520283271793,8.44673836391326,0.3654178283985866,0.760630542472303,0.5051724211501188,-6.3284463104513655,Ribosome maturation protein SBDS,SBDS,SBDS,Protein
IGFBP1.2771.35.2,-0.2813318543551014,7.436558510938809,-0.3649388483660278,0.088124663036146,0.5954097423989667,-6.328620045047924,Insulin-like growth factor-binding protein 1,IGFBP-1,IGFBP1,Protein
RAC1.2870.29.2,0.016195603664877,9.133553403017634,0.3646480271851987,0.0050179990507592,0.028821181745545,-6.328725420638293,Ras-related C3 botulinum toxin substrate 1,RAC1,RAC1,Protein
COLEC11.4430.44.3,-0.1590998571906244,11.002895156978822,-0.3627605239844526,0.1624915959721521,0.0382296972007457,-6.3294073066057726,Collectin-11,Collectin Kidney 1,COLEC11,Protein
HPGD.4995.16.1,-0.0423943159703776,8.376476680129514,-0.3596426455883285,0.2639503594490522,0.6181726117759331,-6.330525982608144,15-hydroxyprostaglandin dehydrogenase [NAD(+)],HPG-,HPGD,Protein
INSR.3448.13.2,0.2244706751147772,10.529273762690382,-0.3559398630972373,0.3924576925281543,0.5491700593725759,-6.3318420564829685,Insulin receptor,IR,INSR,Protein
PEX5.5915.58.3,-0.1368572675932043,5.755863866657955,-0.351458167057977,0.190327354100706,0.8419137903151053,-6.3334168748367965,Peroxisomal targeting signal 1 receptor,PEX5,PEX5,Protein
RPS6KA3.3469.74.1,0.0634425039976335,7.338100416674047,-0.3493393463542397,0.1271317485827469,0.5063179369835534,-6.334154501282807,Ribosomal protein S6 kinase alpha-3,RPS6KA3,RPS6KA3,Protein
FTH1.FTL.5934.1.3,-0.0752263609140775,11.551802634417031,0.3493056243349924,0.058349353737089,0.5300760428697616,-6.334166205115087,Ferritin,Ferritin,FTH1 FTL,Protein
ITGA2B.ITGB3.8488.33.3,-0.1949975584843908,8.642600708910223,0.3487042045745414,0.0501330738015932,0.9125689291582288,-6.334374750047111,Integrin alpha-IIb: beta-3 complex,gpIIbIIIa,ITGA2B ITGB3,Protein
NMT1.5196.7.3,-0.1019151170713196,7.253500368799957,0.3439332409742344,0.0001220639836755654,0.7816391549410585,-6.336016446568946,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,NMT1,Protein
IL10RA.10344.334.3,0.0706039213895865,8.59051429276256,0.3429172724831195,0.0190553473928937,0.2970762989123283,-6.336363139667999,Interleukin-10 receptor subunit alpha,IL-10 Ra,IL10RA,Protein
MAPK3.2855.49.2,-0.0078058676089311,9.838412083913733,0.3427655686687411,0.477536333645245,0.2008384280692075,-6.336414820191616,Mitogen-activated protein kinase 3,ERK-1,MAPK3,Protein
IL17RB.5084.154.3,0.0560807307113218,8.36337195987878,-0.3410725174748444,0.4310885558119327,0.015176507441898,-6.33699004473768,Interleukin-17 receptor B,IL-17B R,IL17RB,Protein
CCL8.2785.15.2,-0.1932859706722058,5.360654140661892,-0.3407389887656301,0.318101994443917,0.9975038091404568,-6.337103029316536,C-C motif chemokine 8,MCP-2,CCL8,Protein
PAPPA.4148.49.2,-0.6564367561572577,11.009545478384824,0.3383866319578392,0.3483040727489599,0.5888971653632752,-6.337896781496163,Pappalysin-1,PAPP-A,PAPPA,Protein
CCL5.5480.49.3,-0.1217488371290492,10.515585792479287,0.3366061213872573,0.7570120680592396,0.915779973023677,-6.33849394137467,C-C motif chemokine 5,RANTES,CCL5,Protein
CKAP2.5345.51.3,0.2949534003092801,12.83640889831671,0.3357393693640407,0.2590180999417819,0.3411723041740535,-6.3387835050572665,Cytoskeleton-associated protein 2,CKAP2,CKAP2,Protein
PDE3A.5254.69.3,-0.287185050817046,7.1637720375195455,-0.3356914932560134,0.2820199350326611,0.1293254848346843,-6.338799477827241,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",PDE3A,PDE3A,Protein
CHL1.3601.54.3,0.2946079907314238,11.185919777085864,0.3323852209673382,0.2201625262343322,0.5362510544323088,-6.339897060716794,Neural cell adhesion molecule L1-like protein,CHL1,CHL1,Protein
GPT.3709.4.2,0.0569780236868733,9.10222052778275,-0.3310778536470225,0.0055869373571164,0.2008384280692075,-6.340328086858948,Alanine aminotransferase 1,ALT,GPT,Protein
SOD1.2794.60.2,-0.1671551572281763,8.061377729954929,-0.3304455247820921,0.3071317248001889,0.7925700172546453,-6.34053595334643,Superoxide dismutase [Cu-Zn],SOD,SOD1,Protein
LGALS2.3033.57.1,0.1352291349066096,7.754655322996521,0.3293735568966737,0.6945170325271262,0.5808013782441629,-6.340887440199958,Galectin-2,Galectin-2,LGALS2,Protein
POR.2731.29.2,0.0353634775006767,9.27034161037583,-0.328578773709547,0.824471815480557,0.4750468102054097,-6.341147307887356,NADPH--cytochrome P450 reductase,NADPH-P450 Oxidoreductase,POR,Protein
CPE.5343.74.3,0.0149091064729501,8.136961710359985,-0.3271035720509563,0.5348258938993747,0.8940331766304698,-6.341627994722067,Carboxypeptidase E,CBPE,CPE,Protein
DAPK2.4355.13.1,-0.3037826153525338,8.331167171968463,-0.3268750440789039,0.325737365751125,0.902809133737954,-6.341702266937306,Death-associated protein kinase 2,DAPK2,DAPK2,Protein
PDGFRB.3459.49.2,0.3177542195221194,10.349657662401455,0.3256585168628452,0.6596542674092543,0.2894044127077894,-6.342096772666348,Platelet-derived growth factor receptor beta,PDGF Rb,PDGFRB,Protein
CXCL9.9188.119.3,-0.1467177188797179,7.136758043350005,0.3233222196745774,0.8198070655908134,0.0868138479126309,-6.342850303766405,C-X-C motif chemokine 9,MIG,CXCL9,Protein
AK1.5012.67.1,0.11964243545828,11.8168023362663,-0.3215228903937747,0.4797165458038218,0.028821181745545,-6.343426966667923,Adenylate kinase isoenzyme 1,"Myokinase, human",AK1,Protein
CFP.2960.66.2,-0.0499926994668917,16.874773153867192,-0.3190613516436693,0.3610974639339451,0.7391673835994463,-6.344210673947316,Properdin,Properdin,CFP,Protein
SFN.4829.43.6,0.1203263627063594,7.43668396471595,0.3186607137528295,0.4728893588267532,0.4750468102054097,-6.344337662466232,14-3-3 protein sigma,STRATIFIN,SFN,Protein
PRSS3.3479.71.2,0.0475370701786359,6.663938527021072,-0.3186041864529593,0.6502011643534784,0.8234989875529309,-6.3443555669098695,Trypsin-3,TRY3,PRSS3,Protein
IL18RAP.2993.1.2,0.0070919496306249,5.62211803997668,-0.3178686882807358,0.8719525135653647,0.2894044127077894,-6.344588240371187,Interleukin-18 receptor accessory protein,IL-18 Rb,IL18RAP,Protein
ADIPOQ.3554.24.1,-0.3149265515398511,9.405607824092144,-0.3178141803633726,0.3011929613434665,0.4135220461737729,-6.34460546255439,Adiponectin,Adiponectin,ADIPOQ,Protein
JUN.10356.21.3,-0.3391627243609852,7.930427898958564,-0.3147322303944123,0.0754746720241817,0.04597425545697,-6.345574447347012,Transcription factor AP-1,c-Jun,JUN,Protein
CAST.3026.5.2,0.1117129877536393,9.694389674959664,0.314119831294999,0.9919425899012853,0.4387467198541966,-6.3457658706506415,Calpastatin,Calpastatin,CAST,Protein
ANGPT4.2500.2.3,-0.0986125866447441,5.437259466583898,0.3115084416237729,0.8539571383342375,0.9753016582250182,-6.34657797322518,Angiopoietin-4,Angiopoietin-4,ANGPT4,Protein
SNRPF.5494.52.3,0.1527473048234433,8.43543976016408,0.3115026352255595,0.3166698910123716,0.9133973979323466,-6.346579771410288,Small nuclear ribonucleoprotein F,RUXF,SNRPF,Protein
FAM107A.2760.2.2,-0.0355697044381244,5.896542087139756,-0.3079233152077018,0.1301226013255792,0.9133973979323466,-6.347681904159972,Protein FAM107A,DRR1,FAM107A,Protein
EPOR.2715.25.2,0.4089785548221877,5.783579569824475,0.3072319085142227,0.0008104151537208575,0.8744930296841577,-6.347893339101662,Erythropoietin receptor,EPO-R,EPOR,Protein
ADAM12.4420.7.2,-0.0216969310602766,7.246934490496259,0.3068343678369169,0.8848976899561103,0.9108788743784836,-6.348014694459138,Disintegrin and metalloproteinase domain-containing protein 12,ADAM12,ADAM12,Protein
LY9.3324.51.1,0.1903958049871028,10.626123215748892,-0.3067109012335552,0.1469219120857963,0.943174598822458,-6.3480523526973975,T-lymphocyte surface antigen Ly-9,LY9,LY9,Protein
EFNA3.14153.8.3,-0.2240498773647113,8.908012769660687,-0.3054431683158269,0.1389683707081952,0.1296038976823863,-6.348438148113615,Ephrin-A3,Ephrin-A3,EFNA3,Protein
XRCC6.2835.1.4,0.1131809748539824,5.5592514376731845,0.3033670339930421,0.0036336306688132,0.8275219164666786,-6.3490665205204895,X-ray repair cross-complementing protein 6,Ku70,XRCC6,Protein
EIF4EBP2.4184.43.3,0.132501657729834,5.670557946970115,-0.3001797129508189,0.7481102626187395,0.4659675599509279,-6.350022908108449,Eukaryotic translation initiation factor 4E-binding protein 2,4EBP2,EIF4EBP2,Protein
SCGB2A1.5001.6.2,0.1786353974877663,11.661496156999522,-0.2998467198753808,0.7689208513392454,0.5255028461169646,-6.350122245884354,Mammaglobin-B,Mammaglobin 2,SCGB2A1,Protein
IGFBP4.2950.57.2,0.033936112672306,11.725392524561832,0.2986377180799071,0.3348611008562917,0.72060834469882,-6.350481990014484,Insulin-like growth factor-binding protein 4,IGFBP-4,IGFBP4,Protein
SLAMF6.5128.53.3,0.1672119495790592,6.665258470760636,0.2986060421807622,0.0809439145651137,0.3293068727816849,-6.350491395875364,SLAM family member 6,SLAF6,SLAMF6,Protein
NTF4.4146.58.2,0.2701204746437292,5.395129214371079,0.2983003640601186,0.3640993821737778,0.4721625075582127,-6.350582113083582,Neurotrophin-4,Neurotrophin-5,NTF4,Protein
TNC.4155.3.2,0.0556820776452971,12.109449066164032,-0.2982800056809266,0.8650107810137191,0.6067786044711778,-6.350588151628579,Tenascin,Tenascin,TNC,Protein
BCL2.3412.7.1,-0.1768586647504497,7.851311259801841,0.2981870646445375,0.8945815316476349,0.7574749876752515,-6.350615713868097,Apoptosis regulator Bcl-2,Bcl-2,BCL2,Protein
SELP.4154.57.2,-0.2794573723614506,10.609969945518293,0.2979348058198625,0.0031482090449546,0.5814613011802955,-6.35069047968292,P-selectin,P-Selectin,SELP,Protein
MAPK12.5005.4.1,0.0294736788890376,6.774139950198762,-0.29734530140021,0.2337006312919408,0.9360254732053508,-6.350864954531607,Mitogen-activated protein kinase 12,MK12,MAPK12,Protein
PTPN2.3401.8.2,0.1815082351710749,6.075745251436121,-0.2961149515660431,0.2653485550845198,0.7506327420236814,-6.35122799126732,Tyrosine-protein phosphatase non-receptor type 2,TCPTP,PTPN2,Protein
CCL25.2705.5.2,-0.0392987937094148,7.971818221845003,-0.2957594158325427,0.9543770569538168,0.2908557486145368,-6.351332619349708,C-C motif chemokine 25,TECK,CCL25,Protein
LRPAP1.3640.14.3,-0.1407024494413405,7.30643601334144,0.2935498801115274,0.1594542638415202,0.1097793273559581,-6.351980042295002,alpha-2-macroglobulin receptor-associated protein,RAP,LRPAP1,Protein
PEBP1.4276.10.2,0.2894013124348259,9.576666602431096,0.2909828143092998,0.3646603094830289,0.6764338230555824,-6.352726155867404,Phosphatidylethanolamine-binding protein 1,prostatic binding protein,PEBP1,Protein
NAPA.4292.5.3,0.4990255163841261,8.936791702711384,0.2906963417538112,0.3816122172653537,0.9975038091404568,-6.352809013933877,Alpha-soluble NSF attachment protein,SNAA,NAPA,Protein
CNTFR.2711.6.2,-0.442977959825183,11.147779951842224,-0.2906122408239557,0.628656491971772,0.3389405602380456,-6.352833323487538,Ciliary neurotrophic factor receptor subunit alpha,CNTFR alpha,CNTFR,Protein
GDF5.2752.62.2,-0.1533842964778108,8.253657576070875,-0.2884185489391439,0.9624000983869384,0.959392343307916,-6.353464940719793,Growth/differentiation factor 5,BMP-14,GDF5,Protein
DYRK3.4359.87.1,-0.3846913316553066,9.055505027797738,-0.2874001865608074,0.2850812937305245,0.3511363053018768,-6.353756532313861,Dual specificity tyrosine-phosphorylation-regulated kinase 3,DYRK3,DYRK3,Protein
MAPK8.3825.18.2,-0.1824935987727601,6.3223370854138965,-0.2847034366745941,0.0291347681576757,0.919464736457009,-6.354523741690835,Mitogen-activated protein kinase 8,MK08,MAPK8,Protein
SERPIND1.3316.58.1,0.1661116035902648,9.776235113814971,-0.2839324556475964,0.8215278685986498,0.7925700172546453,-6.3547417571833416,Heparin cofactor 2,Heparin cofactor II,SERPIND1,Protein
IL37.2723.9.2,0.1024906861071555,8.02435330681839,0.2838063331308919,0.5932185300753199,0.0049492186167121,-6.354777365659446,Interleukin-37,IL-1F7,IL37,Protein
ACY1.3343.1.4,0.1462326243507979,9.752168670379858,-0.2830955607111835,1.1633452563436552e-05,0.3830832287319761,-6.354977745150782,Aminoacylase-1,Aminoacylase-1,ACY1,Protein
MAPK13.5006.71.1,-0.0068477996115978,6.494687689025201,0.2830358795464258,0.5056638761964038,0.3433999992804997,-6.354994547567581,Mitogen-activated protein kinase 13,MK13,MAPK13,Protein
PIK3CG.3391.10.2,0.0445340991768596,8.178061766452755,-0.2820226196710975,0.7605372381447625,0.271908902774418,-6.355279278578472,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PK3CG,PIK3CG,Protein
CRTAM.5068.54.3,-0.0637976144189663,6.70583015323364,-0.2792030681415727,0.022309924526337,0.8729285330294525,-6.356066233589508,Cytotoxic and regulatory T-cell molecule,CRTAM,CRTAM,Protein
UBE2N.3905.62.1,-0.0676815412863558,8.45514266750225,0.2775530604627146,0.3280373591864035,0.2489165229835817,-6.356523108188059,Ubiquitin-conjugating enzyme E2 N,UBE2N,UBE2N,Protein
CHKB.13117.232.3,-0.0878351645195356,8.550159808961261,-0.2775208159723888,0.2550304234316287,0.9500653706960728,-6.356532009570927,Choline/ethanolamine kinase,CHKB,CHKB,Protein
DCN.2666.53.2,0.0066896080467848,9.93385622522774,-0.2754454216374077,0.0205326028320898,0.9748240697645202,-6.357102773881267,Decorin,Bone proteoglycan II,DCN,Protein
TNFAIP6.5036.50.1,0.5921146463172982,8.379578056215951,0.2731080276288811,0.482134269721814,0.5051724211501188,-6.357740481736001,Tumor necrosis factor-inducible gene 6 protein,TSG-6,TNFAIP6,Protein
GNLY.3195.50.2,-0.2385637106331712,8.608471226826138,-0.2725053122146464,0.8571270512012201,0.3949591457456506,-6.357904041698302,Granulysin,Granulysin,GNLY,Protein
PRKAA1.PRKAB1.PRKAG1.5183.53.3,0.1452929204985412,6.374742925620525,-0.2690088936510558,0.8711784123888056,0.4135220461737729,-6.358845769041003,AMP Kinase (alpha1beta1gamma1),AMPK a1b1g1,PRKAA1 PRKAB1  PRKAG1,Protein
CSF2.4697.59.2,-0.2100531775287969,5.872141591559914,-0.2682116926338449,0.3027019049753286,0.9305732879017278,-6.359058791370665,Granulocyte-macrophage colony-stimulating factor,GM-CSF,CSF2,Protein
NAMPT.5011.11.1,-0.0748216006412181,6.55022484166808,0.2678765639765356,0.5148848497753166,0.8240036798884266,-6.3591481539783175,Nicotinamide phosphoribosyltransferase,PBEF,NAMPT,Protein
CDK8.CCNC.3359.11.2,0.1065273950936555,8.031681945571597,-0.2661381192504515,0.3629612262536842,0.6528584102581613,-6.359609926551197,Cyclin-dependent kinase 8:Cyclin-C complex,CDK8/cyclin C,CDK8 CCNC,Protein
BDNF.2421.7.3,0.2035372062614343,7.771537891184066,-0.2656640965536798,0.1499208090557445,0.3278144058501575,-6.35973531854311,Brain-derived neurotrophic factor,BDNF,BDNF,Protein
PDGFB.4149.8.2,-0.0054775256150668,11.16048546710674,0.264396358379342,0.0036276170113902,0.0061619374678893,-6.360069575582854,Platelet-derived growth factor subunit B,PDGF-BB,PDGFB,Protein
LRRTM1.4452.9.2,-0.0769364551884326,4.540231721162514,0.2634761319327671,0.958159378864563,0.7660352112702368,-6.360311208267184,Leucine-rich repeat transmembrane neuronal protein 1,LRRT1,LRRTM1,Protein
TNFRSF9.2598.9.3,-0.0308939843552254,6.537863258812024,-0.2627950686499388,0.4072171984135867,0.4031844973390542,-6.360489500999271,Tumor necrosis factor receptor superfamily member 9,4-1BB,TNFRSF9,Protein
PDE5A.5256.86.3,0.062196738410898,9.5697726680759,-0.2614229650819114,0.7335427045459475,0.9305732879017278,-6.360847301817165,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,PDE5A,Protein
MAPKAPK3.3822.54.2,-0.0210138400381737,6.741640238195296,0.2597813411660964,0.8161398218162368,0.6210875772454773,-6.361272932355956,MAP kinase-activated protein kinase 3,MAPKAPK3,MAPKAPK3,Protein
CDKN1B.3719.2.2,0.0819273331654396,7.8053809108296,-0.2583279375546903,0.7001716196747618,0.351610808926765,-6.361647532156953,Cyclin-dependent kinase inhibitor 1B,p27Kip1,CDKN1B,Protein
ADM.14115.34.3,-0.1697886860151618,8.989534735656383,0.257036961409974,0.8756483965860159,0.8578281080992507,-6.361978511408078,Adrenomedullin,Adrenomedullin,ADM,Protein
F7.3184.25.2,-0.1806388047045985,7.138125297144139,-0.253323154844687,0.3705045413409555,0.4909667176106165,-6.362921437747539,Coagulation factor VII,Coagulation Factor VII,F7,Protein
CKM.2670.67.4,0.0609106453032983,7.643628289166777,0.2522275226430345,0.2557292760481903,0.5098910912193867,-6.363197003142136,Creatine kinase M-type,CK-MM,CKM,Protein
LTBR.2636.10.2,0.1071795301437646,10.14214889015128,-0.2498853804714116,0.7155980322826079,0.6442890152753394,-6.3637820886178575,Tumor necrosis factor receptor superfamily member 3,Lymphotoxin b R,LTBR,Protein
PRKCB.5475.10.3,0.1406040710318201,6.516420993334215,-0.2492310103021013,0.110206001039319,0.772476385407314,-6.36394458296162,Protein kinase C beta type (splice variant beta-II),PKC-B-II,PRKCB,Protein
FYN.3813.3.2,-0.3773573790920035,7.398499303754374,-0.2490598346517759,0.1053109398152887,0.7265139399858712,-6.363987019512343,Tyrosine-protein kinase Fyn,FYN,FYN,Protein
PTK2.4986.59.1,-0.21549328615123,5.4063311827352525,0.2458352732502424,0.8045698342220646,0.7125790502487359,-6.3647809970485945,Focal adhesion kinase 1,FAK1,PTK2,Protein
FGF12.4392.54.2,0.0783636780544748,5.353886977370486,-0.2449111998693071,0.864764065611063,0.1161415295139349,-6.36500662832027,Fibroblast growth factor 12,FGF-12,FGF12,Protein
ARID3A.3875.62.1,0.2238665988765773,6.267267483633789,0.2410254037052327,0.0010818610645703,0.2940578784621086,-6.365946152838608,AT-rich interactive domain-containing protein 3A,ARI3A,ARID3A,Protein
LYN.3381.24.2,-0.0457831267344666,9.01828276321533,0.2400501551264005,0.5385711433551059,0.7757234581098068,-6.3661796007751486,"Tyrosine-protein kinase Lyn, isoform B",LYNB,LYN,Protein
HDAC8.2859.69.2,0.1863832855017244,8.493266088230595,-0.2381101450670047,0.7441624202426875,0.9057358276787992,-6.366641180346968,Histone deacetylase 8,HDAC8,HDAC8,Protein
CGA.CGB.4914.10.1,-0.0752536252271851,7.83951784948859,-0.2380508681604055,0.763158888897617,0.4750468102054097,-6.366655225086567,Human Chorionic Gonadotropin,HCG,CGA CGB,Protein
TNNI3.5441.67.3,-0.1415702540627391,6.494874779936438,-0.2378303216013277,0.172511136572025,0.882353339717201,-6.366707449537389,"Troponin I, cardiac muscle",Troponin I,TNNI3,Rat Protein
IL17RA.2992.59.2,-0.1923381826989703,6.691942917437219,-0.2370505037138642,0.941259620188502,0.1847185401072068,-6.366891719900108,Interleukin-17 receptor A,IL-17 sR,IL17RA,Protein
P4HB.4278.14.3,0.0149888665056988,5.610094048263035,-0.2350486512809651,0.1021946929309154,0.8266324091725835,-6.367361993027805,Protein disulfide-isomerase,Protein disulfide-isomerase,P4HB,Protein
PF4.2697.7.2,0.124989056086017,11.897325740617411,0.2340269730818512,0.1165014623440085,0.7757234581098068,-6.367600471776875,Platelet factor 4,PF-4,PF4,Protein
EGF.5509.7.3,0.0131349489069554,7.692239604881152,-0.2338320367803743,0.2979263848513426,0.6073085070646357,-6.367645855857495,Epidermal growth factor,EGF,EGF,Protein
ZAP70.4476.22.2,0.1979646859041772,10.802896976620346,-0.2324252239396551,0.0307423335795497,0.7125790502487359,-6.367972264653095,Tyrosine-protein kinase ZAP-70,ZAP70,ZAP70,Protein
COL23A1.4543.65.2,-0.0459109136692637,5.725228196716032,-0.2297002739766212,0.3851366290286525,0.5362510544323088,-6.368598920205097,Collagen alpha-1(XXIII) chain,CONA1,COL23A1,Protein
NTF3.4145.58.2,0.1727998837921525,5.977386996738914,0.2292735674736942,0.1113140916208436,0.963423982061602,-6.368696382269671,Neurotrophin-3,Neurotrophin-3,NTF3,Protein
C3.2683.1.2,-0.0398445622394723,11.11521879211052,0.2270449308719913,0.4110225116458379,0.6904331712563154,-6.369202477679604,"Complement C3b, inactivated",iC3b,C3,Protein
CD274.5060.62.3,0.020062452641948,8.027301153911313,-0.2264952046572509,0.9374531220111972,0.7163510727190876,-6.369326555508418,Programmed cell death 1 ligand 1,B7-H1,CD274,Protein
CAMK1D.3418.12.2,0.3016567855170129,8.198987856227049,0.2234143367322939,0.0381646601613286,0.0145859089125113,-6.370016381047708,Calcium/calmodulin-dependent protein kinase type 1D,CAMK1D,CAMK1D,Protein
GAPDH.3848.14.2,0.1837151201137211,12.915336435397847,-0.2232987411564655,0.9560362061391507,0.3511363053018768,-6.3700420801973205,Glyceraldehyde-3-phosphate dehydrogenase,"GAPDH, liver",GAPDH,Protein
TNFSF14.5355.69.3,0.0526494115412094,6.940859497995135,-0.2232348508033589,0.2235185656834357,0.8633937372080992,-6.370056278575409,Tumor necrosis factor ligand superfamily member 14,LIGHT,TNFSF14,Protein
HIST1H1C.2987.37.3,-0.1016442789584923,6.320620862459323,-0.2225509066387989,0.0940102201849934,0.9500653706960728,-6.370208017841651,Histone H1.2,Histone H1.2,HIST1H1C,Protein
GPC2.3315.15.1,0.015004361472618,5.588848399090395,-0.2221898154189215,0.7898940763123655,0.4638111952142795,-6.370287941898754,Glypican-2,GPC2,GPC2,Protein
C1QA.C1QB.C1QC.2753.2.2,-0.3252922060725461,13.129365279361428,-0.2218914301406636,0.0044817272465237,0.4840821849220451,-6.370353888911651,Complement C1q subcomponent,C1q,C1QA C1QB  C1QC,Protein
IL2RG.2634.2.2,0.1561396373886721,8.227502208796986,0.2202006688004379,0.6947109490130633,0.2365706245057746,-6.370725899408765,Cytokine receptor common subunit gamma,IL-2 sRg,IL2RG,Protein
JAG2.5093.47.3,0.4881760184501941,6.203024033467,0.2194932546084874,0.0720723257165816,0.7825154007717503,-6.37088070625818,Protein jagged-2,JAG2,JAG2,Protein
